ident,name,runway,latitude,longitude
KXNA,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,-94.306801,36.281898
KXNI,Andrew Othole Memorial Airport,Zuni,-108.9376,35.060675
KXNO,North Air Force Auxillary Airfield,North,-81.08328,33.609355
KXSA,Tappahannock-Essex County Airport,Tappahannock,-76.89409637,37.85960007
KXTA,Homey (Area 51) Airport,Groom Lake,-115.810997,37.23500061
KXVG,Longville Municipal Airport,Longville,-94.204002,46.9902
KY03,Springfield Municipal Airport,Springfield,-97.90119934,42.88000107
KY14,Marv Skie Lincoln County Airport,Tea,-96.80200195,43.45750046
KY19,Mandan Municipal Airport,Mandan,-100.8939972,46.76819992
KY23,Chetek Municipal Southworth Airport,Chetek,-91.63619995,45.30619812
KY27,Standing Rock Airport,Fort Yates,-100.6350021,46.06639862
KY31,West Branch Community Airport,West Branch,-84.17980194,44.24480057
KY37,Park River W C Skjerven Field,Park River,-97.78079987,48.39400101
KY43,Anita Municipal Kevin Burke Memorial Field,Anita,-94.7696991,41.44029999
KY47,Oakland Southwest Airport,New Hudson,-83.623703,42.50310135
KY50,Wautoma Municipal Airport,Wautoma,-89.30449677,44.04159927
KY51,Viroqua Municipal Airport,Viroqua,-90.9131012,43.57939911
KY55,Crandon Municipal Airport,Crandon,-88.93340302,45.51660156
KY65,Calvin Campbell Municipal Airport,Indian River,-84.59999847,45.40829849
KY70,Ionia County Airport,Ionia,-85.0605011,42.93799973
KY72,Bloyer Field,Tomah,-90.48349762,43.97499847
KY74,Parshall Hankins Airport,Parshall,-102.1419983,47.93640137
KY8,Hancock Co-Ron Lewis Field,Lewisport,-86.857158,37.953196
KY83,Sandusky City Airport,Sandusky,-82.84940338,43.45420074
KY89,Kalkaska City Airport,Kalkaska,-85.20310211,44.72520065
KY93,Atlanta Municipal Airport,Atlanta,-84.13330078,45
KY94,East Jordan City Airport,East Jordan,-85.1065979,45.13010025
KY95,Hillman Airport,Hillman,-83.94029999,45.08330154
KYIP,Willow Run Airport,Detroit,-83.53040314,42.23789978
KYKM,Yakima Air Terminal McAllister Field,Yakima,-120.5439987,46.56819916
KYKN,Chan Gurney Municipal Airport,Yankton,-97.3859024,42.91669846
KYL,Port Largo Airport,Key Largo,-80.42992,25.09334
KYNG,Youngstown Warren Regional Airport,Youngstown/Warren,-80.67910004,41.26070023
KZ-0001,Zhuz Agach Air Base,Aktogay,79.70220566,47.06532793
KZ-0002,Arkalyk Airport,Arkalyk,66.94100189,50.23949814
KZ-0003,Arys Northeast Airport,Arys,68.83820343,42.47029877
KZ-0004,Badam Airport,Badam,69.28050232,42.3913002
KZ-0005,Buzachi Airport,Kuttay,51.34790039,45.19729996
KZ-0006,Chilik Southeast Airfield,Chilik,78.73239899,43.22359848
KZ-0007,Chimkent/Sayram Airport,Sayram,69.84559631,42.29349899
KZ-0008,Dzhezkazgan Airport,Dzhezkazgan,67.673401,47.770802
KZ-0009,Gurvey Northeast Airport,Gurvey,52.00780106,47.2242012
KZ-0010,Iliysk North Airport,Iliysk,77.13909912,43.99829865
KZ-0011,Zhetygen Airport,Iliysk,77.119404,43.733101
KZ-0012,Karabulak Airport,Karabulak,69.80310059,42.50289917
KZ-0013,Kok-Tyube Airport,Kok_Tyube,68.97910309,42.88560104
KZ-0014,Kostanay Airport,Kostanay,63.60319901,53.229599
KZ-0015,Sarkand Airport,Sarkand,79.93170166,45.41859818
KZ-0016,Taldykorgan Airport,Taldy Kurgan,78.4469986,45.12620163
KZ-0017,Uzen Airport,Uzen,52.93040085,43.34640121
KZ-0018,Yeskiikan Southeast Airport,Yeskiikan,68.6427002,43.2655983
KZ-0019,Zakirovskiy Airport,Almaty,77.049599,43.448002
KZ-0020,Zhilga South Airport,Zhilga,69.00460052,41.69940186
KZ-0021,Abay Bazar Airport,Abay,68.98760223,41.36220169
KZ-0022,Almaty North Airport,Almaty,76.98000336,43.3730011
KZ-0023,Aitbuzum East Airport,Aitbuzum,68.68250275,41.09629822
KZ-0024,Aksu Airport,Belyye Vody,69.821999,42.443501
KZ-0025,Arkaylyk South Airport,Arkalyk,66.91040039,50.25979996
KZ-0026,Novotroitskoye West Airfield,Novotroitskoye,73.538,43.7193
KZ-0027,Blinkovo Airport,Blinkovo,70.12580109,42.25559998
KZ-0028,Bugun Airport,Bugun,68.979599,42.75749969
KZ-0029,Burynshik Airport,Burynshik,51.76649857,45.38560104
KZ-0030,Burynshik Southeast Airport,Burynshik,51.8268013,45.34389877
KZ-0031,Chikment / Khatynkopir Airport,Chikment / Khatynkopir,69.60099792,42.46409988
KZ-0032,Chubarovka Airport,Chubarovka,69.36440277,42.57350159
KZ-0033,Dzhetygara Airport,Dzhetygara,61.17549896,52.20479965
KZ-0034,Moinkum Airport,Moinkum,74.279132,43.610131
KZ-0035,Karaganda Southeast Airport,Karaganda,73.1414032,49.80770111
KZ-0036,Karaganda Southwest Airport,Karaganda,72.98120117,49.6651001
KZ-0037,Karazhal Airport,Karahzal,70.77480316,47.99280167
KZ-0038,Kegan Airport,Kegen,79.22270203,43.00759888
KZ-0039,Kentau Airport,Kentau,68.49549866,43.48830032
KZ-0040,Kokchetav Airport,Kokchetav,69.3690033,53.32410049
KZ-0041,Krasnyy Most East Airport,Krasnyy Most,69.27999878,42.76910019
KZ-0042,Kyzylasker Airport,Kyzylasker,69.58999634,42.60860062
KZ-0043,Kyzylkishlak Airport,Kyzylkishlak,69.65830231,42.55070114
KZ-0044,Kzyl-Orda Airport,Kzyl-Orda,65.55699921,44.81570053
KZ-0045,Narynkol Airport,Narynkol,80.18609619,42.72000122
KZ-0046,Novotroitskoye Airport,Novotroitskoye,73.74500275,43.70280075
KZ-0047,Obruchevka Airport,Obruchevka,69.11589813,42.51070023
KZ-0048,Pervomoyevka Airport,Pervomoyevka,69.90149689,42.09469986
KZ-0049,Petropavlosk North Airport,Petropavlosk,69.06719971,54.96749878
KZ-0050,Podgorny Airport,Podgorny,72.44779968,43.1106987
KZ-0051,Rodnikovskiy Airport,Rodnikovskiy,57.16930008,50.6413002
KZ-0052,Sary Agach Airport,Sary Agach,69.14189911,41.45619965
KZ-0053,Shagyr Airport,Shagyr,68.84100342,42.17369843
KZ-0054,Shelpe Southeast Airport,Shelpe,52.2765007,44.0685997
KZ-0055,Stepnoye East Airport,Ak Dzhar,69.3973999,41.62519836
KZ-0056,Stepnoye West Airport,Ak Dzhar,69.30329895,41.62139893
KZ-0057,Syugaty Airport,Syugati,74.62200165,43.17229843
KZ-0058,Taganassay Airport,Taganassay,69.00440216,42.2181015
KZ-0059,Tamerlanovka Airport,Tamerlannovka,69.24900055,42.61449814
KZ-0060,Togyzbay Airport,Togyzbay,68.7410965,41.36169815
KZ-0061,Turkestan Airport,Turkestan,68.19039917,43.27690125
KZ-0062,Uralsk West Airport,Uralsk,51.29940033,51.19609833
KZ-0063,Ush Tobe Airport,Vostochnyy,66.74220276,50.57619858
KZ-0064,Volskoye Airport,Volskoye,73.09420013,50.38880157
KZ-0065,Aksuyek Airport,Aksuyek,74.56199646,44.61199951
KZ-0066,Aktogay Air Base,Aktogay,79.84500122,46.89199829
KZ-0067,Krainiy Airport,Baikonur,63.210773,45.621994
KZ-0068,Kurchatov Airfield,Kurchatov,78.54000092,50.73500061
KZ-0069,Zhangiztobe Air Base,Zhangiztobe,81.30999756,49.22000122
KZ-0070,Zhosaly Airport,Zhosaly,64.08499908,45.51499939
KZ-0071,Karas Air Base,Zhem,58.04199982,48.73699951
KZ-0072,Karas Air Base,Zhem,58.04199982,48.73699951
KZ-0073,Chundzha Airfield,Chundzha,79.43000031,43.59999847
KZ-0074,Dzhaman Kuduk Airfield,,72.81999969,46.34700012
KZ-0075,Charyn Airfield,Charyn,79.47499847,43.72000122
KZ-0076,Blagoveshchenskoye-Chu Airport,Aksu,74.038989,43.259973
KZ-0077,Tughyl Airport,Tughyl,84.300148,47.675444
KZ-0078,Zaysan West Airport,Zaysan,84.57742,47.609809
KZ-0079,Akzhar Airport,Akzhar,83.726539,47.582142
KZ-0080,Akkala Airport,Aksuat,82.65697,47.784326
KZ-0081,Zubovsk Airport,Zyryanovsk,84.214661,49.800103
KZ-0082,Usharal Airport,Usharal,80.830922,46.190767
KZ-0083,Akchatau Airport,Akchatau,74.054011,47.891086
KZ-0084,Gora Sasyrly Airport,Dzhambul,71.39,47.17
KZ-0085,Koktas Southwest Airport,Koktas,70.616,47.351
KZ-0086,Koktas Airport,Koktas,70.684,47.341
KZ-0087,Cambala Airport,Priozersk,73.494567,46.02491
KZ-0088,Jeppesen Avia Club Airport,Bakbakty,76.6392,44.564
KZ-0089,Yrgyz Airport,Yrgyz,61.2373,48.626201
KZ-0090,Beyneu Airport,Beyneu,55.12443,45.33196
KZ-0091,Novotroitskoye Airport,Novotroitskoye,61.5384,53.9114
KZ-0092,Amangeldy Airfield,Amangeldi,65.178643,50.205601
KZ-6022,Dolon Southwest Air Base,Semey,79.08329773,50.25
KZ-7470,Dolon Air Base,Semey,79.19000244,50.54000092
KZ-ATX,Atbasar Airport,Atbasar,68.36329651,51.85169983
KZ01,Eglin Auxiliary Field 6 Airport,Valparaiso,-86.74269867,30.63369942
KZ10,Pacemaker Landing Zone Airport,,-122.4459991,47.02170181
KZ12,General Mitchell Intl Heliport,Milwaukee,-87.9003,42.9378
KZ15,Adams Field Heliport,Little Rock,-92.2391,34.7315
KZ19,Davison Army Airfield Heliport,Fort Belvoir,-77.180402,38.7174
KZ23,West Bend Municipal Helipad,West Bend,-88.13333333,43.42194444
KZ24,Naval Medical Center Helipad,Portsmouth,-76.31388889,36.84833333
KZ26,Camp Roberts Heliport,San Miguel,-120.7427778,35.79138889
KZ27,Pyramid Head Helipad,San Clemente Island,-118.381601,32.8366
KZ32,Marine Corps Recruit Depot Heliport,Parris Island,-80.6733,32.3441
KZ98,Ottawa Executive Airport,Zeeland,-85.92810059,42.81719971
KZB,Zachar Bay Seaplane Base,Zachar Bay,-153.746052,57.553001
KZEF,Elkin Municipal Airport,Elkin,-80.78610229,36.27999878
KZER,Schuylkill County /Joe Zerbey/ Airport,Pottsville,-76.37310028,40.70650101
KZF,Kaintiba Airport,Kaintiba,146.0338333,-7.50025
KZPH,Zephyrhills Municipal Airport,Zephyrhills,-82.15589905,28.22820091
KZUN,Black Rock Airport,Zuni Pueblo,-108.7919998,35.08319855
KZZV,Zanesville Municipal Airport,Zanesville,-81.89209747,39.94440079
L11,Pebbly Beach Seaplane Base,Avalon,-118.311996,33.338402
L18,Fallbrook Community Airpark,Fallbrook,-117.2509995,33.35419846
L20,Coal Creek Airport,Yukon Charley Rivers,-143.1349945,65.31130219
L25,Pearce Ferry Airport,Meadview,-114.0459976,36.09360123
L36,Rio Linda Airport,Rio Linda,-121.4449997,38.67499924
L37,Grand Canyon Caverns Airport,Peach Springs,-113.2470016,35.52830124
L40,Colfax Airport,Colfax,-92.69120026,31.51600075
L44,Moundville Airport,Moundville,-87.64060211,32.96820068
L52,Oceano County Airport,Oceano,-120.6220016,35.10139847
L53,Lodi Airpark,Lodi,-121.3160019,38.08409882
L54,Agua Caliente Airport,Agua Caliente Springs,-116.2929993,32.95009995
L57,Hidden Hills Airport,Pahrump,-115.862999,36.00640106
L61,Shoshone Airport,Shoshone,-116.2689972,35.96860123
L78,Jacumba Airport,Jacumba,-116.1650009,32.61600113
L80,Roy Williams Airport,Joshua Tree,-116.251999,34.154202
L85,Mackeys Lakes Seaplane Base,Soldotna,-150.9960022,60.53359985
L87,Ida's Heliport,Ida,-93.89320374,33.00429916
L89,Kibs Air Park,Bristol,-92.14600372,30.38129997
L90,Ocotillo Airport,Ocotillo Wells,-116.1330032,33.15000153
L92,Alamo Landing Field,Alamo,-115.1940002,37.36249924
L93,Robe Lake Seaplane Base,Valdez,-146.1439972,61.08710098
L95,Jones Landing Seaplane Base,Big Lake,-149.9389954,61.55479813
LA-0001,LS 6 Airfield,Vang Vieng,102.450996,18.924999
LA-0002,Long Tieng Airfield,,102.9240036,19.10700035
LA-0003,Muang Ou Tai,,101.7991667,22.12194444
LA-0004,Muang Souy Airfield,Muang Souy,102.8891667,19.52388889
LA00,Baton Rouge General Medical Center Heliport,Baton Rouge,-91.09449768,30.39489937
LA01,Millers Flying Service Airport,Basile,-92.54679871,30.48349953
LA02,Hammond Developmental Center Heliport,Hammond,-90.5664978,30.51840019
LA03,LSU University Hospital Heliport,New Orleans,-90.08496857,29.95644379
LA04,Cane-Air Airport,Belle Rose,-91.066803,30.0502
LA05,Baton Rouge Heliport,Baton Rouge,-91.0490036,30.36420059
LA06,St Luke General Hospital Heliport,Arnaudville,-91.93509674,30.40189934
LA07,Price Ultralightport,Abita Springs,-90.00830078,30.51749992
LA08,Jesuits Bend Heliport,Belle Chasse,-90.03230286,29.75830078
LA09,Air Logistics (Intracoastal City) Heliport,Intracoastal City,-92.16369629,29.78409958
LA10,Metro Ambulance Service Heliport,Monroe,-92.11119843,32.50740051
LA11,Nl Baroid Heliport,Fourchon,-90.21040344,29.09880066
LA12,La State Police Troop B Helipad Heliport,Kenner,-90.23870087,30.01239967
LA13,Shaw Crop Service Airport,Hammond,-90.31590271,30.57819939
LA14,Coffman Heliport,West Monroe,-92.15083313,32.51055527
LA15,Wilbert Airport,Plaquemine,-91.28620148,30.25989914
LA16,Castille Field,Breaux Bridge,-91.8667984,30.24600029
LA17,Pioneer Field Flight Park Ultralightport,Bossier City,-93.69409943,32.60179901
LA18,Bunkie General Hospital Heliport,Bunkie,-92.17690277,30.95249939
LA19,Cchcc Heliport,Coushatta,-93.33329773,32.01670074
LA20,St Francis Cabrini Hospital Heliport,Alexandria,-92.46269989,31.28409958
LA21,Chloe Airport,Lake Charles,-93.1352005,30.25489998
LA22,PG&E Livermore Training Center Heliport,Livermore,-121.709742,37.699064
LA23,Citizens Medical Center Heliport,Columbia,-92.09420013,32.0780983
LA24,St Tammany Parish Hospital Heliport,Covington,-90.11380005,30.46780014
LA25,Central Farmers Coop Airport,Mamou,-92.41400146,30.69739914
LA26,Unicorn Airport,Folsom,-90.23329926,30.66110039
LA27,Texas Eastern Transmission Maintenance Hq Heliport,Lake Charles,-93.12930298,30.22380066
LA28,Louisiana State Police Headquarters Heliport,Baton Rouge,-91.10600281,30.44820023
LA29,Byrd Memorial Hospital Heliport,Leesville,-93.26909637,31.13769913
LA30,Phoenix Airport,Rayne,-92.24169922,30.24819946
LA31,Gotreaux Strip,Lacassine,-92.9332962,30.20000076
LA32,Lake Air Service Airport,Lake Arthur,-92.68360138,30.08349991
LA33,Cuba Farm Airport,Monroe,-92.11370087,32.57649994
LA34,Reno Flight Park Airport,Monroe,-92.06639862,32.40520096
LA35,Summerville Airstrip,Le Compte,-92.422096,31.1621
LA36,Whitehall Field Ultralightport,Convent,-90.8932724,30.07980537
LA37,West Feliciana Parish Hospital Heliport,St Francisville,-91.36530304,30.78470039
LA38,Pelican Seaplane Base,Slidell,-89.80529785,30.26689911
LA39,Chalkley Heliport,Bell City,-93.05130005,30.01070023
LA40,F L Braughton Airport,Vidalia,-91.59279633,31.34390068
LA41,Dupuis Airport,Breaux Bridge,-91.940778,30.315667
LA42,Capozzoli Airport,Prairieville,-90.922203,30.3503
LA43,Air Logistics 2 Heliport,New Iberia,-91.88150024,30.04520035
LA44,Calpine Heliport,St Gabriel,-90.06401825,30.2307663
LA45,River West Medical Center Heliport,Plaquemine,-91.24510193,30.26210022
LA46,Omni Airport,Port Allen,-91.3022995,30.5041008
LA47,Marathon Venice Heliport,Venice,-89.36389923,29.28610039
LA48,Max Airport,Cottonport,-92.04460144,30.9939003
LA49,Fourchon Base Heliport,Leeville,-90.18540192,29.10269928
LA50,Mobil Heliport,Lake Arthur,-94.69490051,30.1060009
LA51,Stuart Airstrip,Coushatta,-93.43070221,32.01819992
LA52,T & M Ag Aviation Airport,Dixie,-93.82379913,32.69879913
LA53,Tensas Flying Service Airport,St. Joseph,-91.263889,31.9775
LA54,Gilliam Airport,Gilliam,-93.83769989,32.83760071
LA55,Lake Charles Memorial Heliport,Lake Charles,-93.19740295,30.20490074
LA56,Naylor Airport,Robson,-93.65850067,32.34180069
LA57,Kinder Ag Service Airport,Eunice,-92.408997,30.399099
LA58,Peter Creek Ranch Airport,Spearsville,-92.59320068,32.97900009
LA59,Thibodaux Regional Medical Center Heliport,Thibodaux,-90.81400299,29.78630066
LA60,Live Oak Landing Strip,Abbeville,-92.115511,29.824421
LA61,Kenan Airstrip,Kaplan,-92.24120331,30.00839996
LA62,Grand View Lodge Heliport,Lake Charles,-93.000556,29.834722
LA63,Travis Airport,Bastrop,-91.83080292,32.97169876
LA64,Bayou Boeuf Seaplane Base,Amelia,-91.10009766,29.68350029
LA65,Acadian Medical Center Heliport,Eunice,-92.387222,30.496667
LA66,Arco Morgan City Heliport,Amelia,-91.10199738,29.64220047
LA67,Angola Airstrip,Angola,-91.58480072,30.95159912
LA68,Zaunbrecher Strip,Iota,-92.51989746,30.31579971
LA69,Jenkins Heliport,Baton Rouge,-91.07959747,30.47159958
LA70,Erath Heliport,Erath,-92.0515976,29.91710091
LA71,O'Brien Flying Service Airport,Iowa,-93.00019836,30.22439957
LA72,Dauterive Hospital Heliport,New Iberia,-91.79399872,30.00740051
LA73,Huffaker Field,Houma,-90.8022995,29.60860062
LA74,Cagc Berwick Heliport,Berwick,-91.22229767,29.70470047
LA75,Glenn's Strip Ultralightport,Duson,-92.21444702,30.2052784
LA76,Spillers Club Airport,Breaux Bridge,-91.90840149,30.22940063
LA77,Tebow Airport,Bunkie,-92.174599,30.9632
LA78,Cagc Dock Heliport,Cameron,-93.32240295,29.7894001
LA79,Sycamore Airport,Amite,-90.35790253,30.71850014
LA80,Popeyes Heliport,New Orleans,-90.18229675,29.96829987
LA81,Cheneyville Airport,Cheneyville,-92.28009796,30.00160027
LA82,Va Medical Center Heliport,Alexandria,-92.43710327,31.35320091
LA83,Mc Cutcheon Field,Clinton,-91.04589844,30.89599991
LA84,St Elizabeth Hospital,Gonzales,-90.93083191,30.20944405
LA85,Odeco Cocodrie Heliport,Cocodrie,-90.662003,29.249399
LA86,Tenneco-Cocodrie Heliport,Cocodrie,-90.66590118,29.23719978
LA87,Covington-Vincent Airport,Covington,-90.1529007,30.50959969
LA88,Hensgens Strip,Crowley,-92.343201,30.344601
LA89,Southern Baptist Hospital Heliport,New Orleans,-90.10399628,29.93740082
LA90,Walsh Airport,Crowley,-92.42620087,30.29433378
LA91,Gary Landing Strip Ultralightport,Parks,-91.83350372,30.22130013
LA92,Union Dulac Heliport,Dulac,-90.72059631,29.37299919
LA93,Children's Hospital Heliport,New Orleans,-90.128333,29.916944
LA94,Corkern Airport,Enon,-90.065399,30.722401
LA95,Abbeville General Hospital Heliport,Abbeville,-92.108433,29.974361
LA96,Riverbend Heliport,St Francisville,-91.33860016,30.7609005
LA97,Lady of the Sea Hospital Heliport,Galliano,-90.33339691,29.50020027
LA98,West Bay Seaplane Base,Venice,-89.38809967,29.13190079
LA99,Medical Center of Baton Rouge Heliport,Baton Rouge,-91.00009918,30.44210052
LAC,Layang-Layang Airport,Spratley Islands,113.8440018,7.37157011
LAD,Angola International Airport (Under Construction),Luanda,13.5026,-9.0484
LAFK,Tiranë Heliport,,19.88,41.3111111
LAGJ,Gjadër Air Base,Gjadër,19.5987,41.895199
LAKO,Korçë Northwest Airport,Korçë,20.74150085,40.64569855
LAKU,Kukës Airport,Kukës,20.41589928,42.03369904
LAKV,Kuçovë Air Base,Kuçovë,19.90189934,40.77190018
LASK,Shkodër Airport,Shkodër,19.509111,42.089361
LATI,Tirana International Airport Mother Teresa,Tirana,19.72060013,41.41469955
LAVL,Vlorë Air Base,Vlorë,19.4741993,40.47610092
LB11,Tsalapita Airfield,Tsalapita,24.535716,42.188747
LB13,Radomir Dolni Rakovets Airfield,Radomir,22.9835,42.444199
LB18,Tenevo Airstrip,Tenevo,26.5739,42.346401
LB19,Zimnitsa Airstrip,Zimnitsa,26.633699,42.600498
LB22,Stanke Dimitrov Air Base,Sapareva Banya,23.246901,42.311699
LB27,Podem Airstrip,Podem,24.590401,43.548199
LB29,Maslarevo Airstrip,Maslarevo,25.474001,43.405399
LB30,Stryama Airfield,Stryama,24.8685,42.285301
LB31,Levski Airport,Levski,25.14909935,43.36940002
LB32,Konush Airstrip,Konush,25.053301,42.072399
LB33,Leskovo Airfield,Leskovo,27.686001,43.726601
LB34,Stefanovo Airstrip,Stefanovo,27.8449,43.506901
LB35,Golyama Smolnitsa Airport,Smolnitsa,27.69409943,43.62789917
LB36,Sokolovo Airstrip,Sokolovo,28.102699,43.475601
LB37,Stanke Dimitrov Highway Strip,Boboshevo,23.0509,42.175701
LB38,Mustrak Airport,Mustrak,26.30970001,41.84000015
LB39,Graf Ignatievo South Airport,Graf Ignatievo,24.719299,42.263196
LB42,Kamenets Airport,Kamenets,25.0034008,43.32730103
LB43,Dobrich Air Base,Dobrich,27.83650017,43.60960007
LB45,Petrich Airport,Petrich,23.21710014,41.44829941
LBBA,Bahovitsa,,24.6555556,43.2061111
LBBG,Burgas Airport,Burgas,27.51519966,42.56959915
LBBO,Bohot Airport,Bohot,24.69138908,43.30638885
LBBQ,Byala,,25.7116132,43.4634836
LBBR,Ravnetz Air Base,Ravnetz,27.26959991,42.52610016
LBBZ,Bazan,,26.1196959,43.7284294
LBDA,Daskal Atanasovo,,25.8936111,42.3213889
LBDB,Dolna Banya Airport,Dolna Banya,23.8204174,42.3085289
LBGI,Gorski Izvor,,25.4083333,42.0358333
LBGO,Gorna Oryahovitsa Airport,Gorna Oryahovitsa,25.71290016,43.15140152
LBGR,Grivitsa Airfield,Grivitsa,24.730515,43.415062
LBH,Palm Beach Seaplane Base,Sydney,151.3234,-33.5871
LBHS,Haskovo Malevo Airport,Haskovo,25.5898,41.976398
LBHT,Ihtiman Airfield,Ihtiman,23.767221,42.42189
LBKJ,Kainardzha Airport,Kainardzha,27.46955681,43.97041702
LBKL,Kalvacha Airport,Kalvacha,25.42625046,42.58625031
LBLN,Lozen Heliport,Lozen,23.50147247,42.61938858
LBLS,Lesnovo Airport,Lesnovo,23.64644432,42.6344986
LBM,Luabo Airport,Luabo,36.1068,-18.4139
LBMA,Maritsa Airfield,Maritsa,24.7205,42.2652
LBMG,Gabrovnitsa Air Base,Gabrovnitsa,23.27249908,43.54430008
LBMO,Montana,,23.2632026,43.3826194
LBPD,Plovdiv International Airport,Plovdiv,24.8508,42.067799
LBPG,Graf Ignatievo Air Base,Graf Ignatievo,24.7140007,42.29040146
LBPL,Dolna Mitropoliya Air Base,Dolna Mitropoliya,24.5028,43.451401
LBPR,Primorsko Airport,Primorsko,27.703846,42.2596
LBPS,Cheshnegirovo Air Base,Sadovo,24.99290085,42.11410141
LBRD,Erden Airport,Erden,23.304722,43.499168
LBRS,Ruse Airport,Ruse,26.05669975,43.69480133
LBSB,Slanchev Bryag,,27.6250285,42.7263814
LBSD,Dobroslavtsi Air Base,Sofia,23.2996006,42.81240082
LBSF,Sofia Airport,Sofia,23.41143608,42.69669342
LBSL,Sliven Airfield,Sliven,26.3593998,42.64630127
LBSS,Silistra Polkovnik Lambrinovo Air Base,Silistra,27.178801,44.055199
LBST,Stryama Airfield,Stryama,24.825222,42.540279
LBSZ,Stara Zagora Airport,Stara Zagora,25.655,42.3766667
LBTG,Bukhovtsi Airfield,Targovishte,26.70089912,43.30659866
LBVD,Vidin Smurdan Airfield,Vidin,22.816099,44.0224
LBVR,Vratsa Airport,Vratsa,23.5327,43.2559
LBWB,Balchik Air Base,Balchik,28.18129921,43.42380142
LBWC,Chaika Helicopter Base,,27.848255,43.188139
LBWN,Varna Airport,Varna,27.8251,43.232101
LBWV,Izgrev Airport,Izgrev,27.70194435,43.27722168
LC-0001,"Money spells,Lost love spells +27785167256 Great Britain USA UK Qatar Australia,canada malaysia,",,3.05,7.85
LCEN,Ercan International Airport,Nicosia,33.49610138,35.15470123
LCLK,Larnaca International Airport,Larnarca,33.62490082,34.87509918
LCP,Loncopue Airport,Loncopue,-70.643898,-38.081902
LCPH,Paphos International Airport,Paphos,32.4856987,34.7179985
LCRA,RAF Akrotiri,Akrotiri,32.9879,34.590401
LD57,Sepurine Training Base,Zaton,15.16320038,44.20999908
LDDP,Ploce Airport,Ploce,17.42959976,43.0387001
LDDU,Dubrovnik Airport,Dubrovnik,18.26819992,42.56140137
LDLO,Lošinj Island Airport,Lošinj,14.39309978,44.56579971
LDOB,Vukovar Borovo N Airport,Vukovar,18.962799,45.386398
LDOC,Osijek-Čepin Airfield,Čepin,18.6319444,45.5427778
LDOR,Slavonski Jelas Airport,Slavonski,17.98810005,45.15610123
LDOS,Osijek Airport,Osijek,18.81019974,45.46269989
LDOV,Vinkovci Sopot Airport,Vinkovci,18.75919914,45.25109863
LDPL,Pula Airport,Pula,13.9222002,44.89350128
LDPM,Medulin Campanoz Airport,Medulin,13.9041996,44.84329987
LDPN,Unije Airport,Unije Island,14.24110031,44.62829971
LDPP,Pula Seaplane Terminal,Pula,13.846447,44.876066
LDPV,Vrsar Crljenka Airport,Vrsar,13.63059998,45.14170074
LDRG,Grobnicko Polje Airport,Grobnicko,14.50380039,45.37950134
LDRI,Rijeka Airport,Rijeka,14.5703001,45.21689987
LDRO,Otočac Airport,Otočac,15.28661728,44.84777451
LDRR,Rab Seaplane Terminal,Rab,14.764118,44.756391
LDSB,Bol Airport,Brač Island,16.67970085,43.28570175
LDSF,Firule Heliport,Split,16.46221924,43.50292969
LDSH,Hvar Airport,Hvar Island,16.633301,43.181702
LDSJ,Hvar/Jelsa Seaplane Base,Hvar,16.700172,43.172778
LDSM,Lumbarda Seaplane Terminal,Lumbarda,17.17049,42.923159
LDSP,Split Airport,Split,16.29800034,43.53889847
LDSR,Split-Resnik Seaplane Base,Split,16.301927,43.529313
LDSS,Sinj Glider Airport,Sinj,16.67140007,43.70029831
LDVA,Varaždin Airport,Varaždin,16.38293266,46.29464722
LDVC,Čakovec Pribisla Airport,Čakovec,16.50029945,46.39189911
LDVD,Daruvar Blagorod Airport,Daruvar,17.03310013,45.55939865
LDVK,Koprivnica Danic Airport,Koprivnica,16.83720016,46.21310043
LDW,Lansdowne Airport,Lansdowne Station,126.743,-17.6128
LDZA,Zagreb Airport,Zagreb,16.06879997,45.74290085
LDZB,Buševec Velika Glider Airport,Busevec,16.12439919,45.64749908
LDZC,Čazma Grabovnica Airport,Čazma,16.66360092,45.74969864
LDZD,Zadar Airport,Zemunik (Zadar),15.3467,44.108299
LDZE,Zvekovac,Zvekovac,16.5,45.823056
LDZI,Ivanić-Grad Airstrip,Ivanić-Grad,16.343272,45.719874
LDZJ,Bjelovar Brezova Airport,Bjelovar,16.83580017,45.8608017
LDZK,Aerodrom Zabok-Gubaševo,Zabok,15.860129,46.013233
LDZL,Lučko Airport,Zagreb,15.84860039,45.76689911
LDZN,Novalja Seaplane Terminal,Novalja,14.8838,44.5527
LDZS,Sisak,,16.486389,45.465556
LDZU,Udbina Air Base,Udbina,15.77439976,44.55759811
LE83,Aeródromo forestal de Mojados,Mojados,-4.713068,41.465728
LE84,Jayena Airfield,Jayena,-3.83538,36.930698
LE85,Tablada Airport,Sevilla,-6.01456,37.3517
LEAB,Albacete-Los Llanos Airport,Albacete,-1.863520026,38.94850159
LEAL,Alicante International Airport,Alicante,-0.558156013,38.28219986
LEAM,Almería International Airport,Almería,-2.370100021,36.84389877
LEAP,Ampuriabrava Airfield,Empuriabrava,3.109722,42.259998
LEAS,Asturias Airport,Ranón,-6.034619808,43.56359863
LEAT,Alfes Airport,LLeida - Alfes,0.65,41.549999
LEAX,La Axarquía-Leoni Benabu Airport,Málaga,-4.135556221,36.80166626
LEBA,Córdoba Airport,Córdoba,-4.848879814,37.84199905
